tier,path,mtime_utc,size_bytes,sha256
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg20/lma_features_id7.npy,2026-04-13T16:42:48.675936+00:00,14648,078b36aeae5909c624bcca80c09d7383cda675e8f61c3867d524b64e4d48b56d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id10.npy,2026-04-13T16:44:45.910101+00:00,24768,52a1579c6aee0189a5bdd61357ab8ff8dfe6d5617fb12741a41e094788c1b5c6
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id11.npy,2026-04-13T16:44:46.018103+00:00,23448,48dd8a2aa40ee87e25b2a68a9695f266bfdb868b4097cb18ddf5ad28cabcbdcd
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id21.npy,2026-04-13T16:44:46.078104+00:00,13328,c464840823211a4aca7b10c75afad72cdc573718230198019b4a543f486a84f9
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id28.npy,2026-04-13T16:44:46.194106+00:00,24768,3c1995a1af26d30424b78b7c7bf77db37417f4da81318330025135c7655d12c9
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id29.npy,2026-04-13T16:44:46.298108+00:00,23448,684466931260dd4405ee0a5eb2fbc2102cee172e22a08ded59ee1f22960d1c39
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id4.npy,2026-04-13T16:44:45.678097+00:00,18608,7137f4311f6783ebb6428dd683ef85243afb34596bfb9bf48df516fe4019fa09
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id54.npy,2026-04-13T16:44:46.370110+00:00,16848,d8e0a8d4714332f2626e734ebee1a916d66baab953424285f39da517497a8eec
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id64.npy,2026-04-13T16:44:46.438111+00:00,15528,3f0f98289d265aaac56f2fee62035147c88438648a3854f0584d9cd592e8b96b
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id74.npy,2026-04-13T16:44:46.642115+00:00,42808,e4c3691043a02f7178919f8e6ab80c3d3eb4dfae14b82fc65873970d2752605f
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id75.npy,2026-04-13T16:44:46.754117+00:00,23008,7073df8669cad6400ba313ddde2dc9e0b41cf7338d83c2e012526f9e600e5bef
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id81.npy,2026-04-13T16:44:46.886119+00:00,27408,84957736f32c18c85f7dcc3abf912c36311b34ef5c337ed625d1cba26ad424a9
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id84.npy,2026-04-13T16:44:46.938120+00:00,12888,b55f1fe03e737107c05ff83bb48c4b6afae9d585f60d2548c45a02dfcabd957f
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id9.npy,2026-04-13T16:44:45.794099+00:00,24328,ab19fdb8681514d129175cf072ab0dafa7c90c1893866e76e93cccd386e4fffd
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id90.npy,2026-04-13T16:44:47.014122+00:00,17288,874ee3e6d3e14f97d729488aa253d98b5e38461361244dfebea9602b280b567f
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id92.npy,2026-04-13T16:44:47.090123+00:00,16408,bc3a055aa687fa296315900363d1b67a896bcb1978c640fa8112e4986c348545
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg21/lma_features_id96.npy,2026-04-13T16:44:47.174124+00:00,19928,a7e2daa81deb768cf7f3478b7e096b26f4feb399dc816100d7f8978206163e4b
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg22/lma_features_id7.npy,2026-04-13T16:45:13.742615+00:00,22128,284a687dddb1d865d5070707ecd53f761ef1bf1a732fdd6c869d02fceb4329e9
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg22/lma_features_id8.npy,2026-04-13T16:45:13.898618+00:00,32248,656f589fee21bc9b29d757c849b3b3183f5769ddb64038f7ddbf70d46e5258c1
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg23/lma_features_id0.npy,2026-04-13T16:46:04.127545+00:00,20808,182abde2e0e8b2c764fa4e9ce90c0316bbc8ce70263b10d50c72318f15c38f0d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg23/lma_features_id11.npy,2026-04-13T16:46:04.203547+00:00,16408,46c1c33bc09b8fe97aa652e9522eff9584b2ceecc1ce3f0ca798c8e687b2fa9d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg23/lma_features_id25.npy,2026-04-13T16:46:04.259548+00:00,12888,e90563815cc437c4e549702ec932deffea50a4a6c397b7e36ff47905eea2a7ef
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg23/lma_features_id27.npy,2026-04-13T16:46:04.527553+00:00,51608,fabf5e3c19689d5ed77562b532e9430c8db9173d2821415aeb5fafd99b77b79f
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg23/lma_features_id29.npy,2026-04-13T16:46:04.735557+00:00,40168,248d64eff0a638965e41c89ca7bb51f6a15636b10c255d87aaab62fc2c7d3c9d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg24/lma_features_id2.npy,2026-04-13T16:46:45.784312+00:00,47648,030a2d2b5dab5bb7c7f70c917cba72a2ef86ddcd4b1ef2bafc3444ef79ce2d37
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg24/lma_features_id3.npy,2026-04-13T16:46:46.048317+00:00,52928,8a84fce3d1193a09797c1ac81cd94e8a3ac2bc76c0aab34f3ffa031f178200b8
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id1.npy,2026-04-13T16:48:23.314107+00:00,23008,2a364c9747721e488b461844714c808661dc26708bb21caa51520a910d00baf7
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id10.npy,2026-04-13T16:48:24.658132+00:00,32688,8e7bbf39ded407f4061e34ad99c04f192bb48096f28fd15c3ec6c57df3a45295
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id14.npy,2026-04-13T16:48:24.894136+00:00,46328,e4d501701c830598121d39737534cc5871221c3ea0474bcdbf0cd4683b386b5d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id15.npy,2026-04-13T16:48:25.010139+00:00,24328,2ccd2db13be568eabd992ec6f7270b757f5e2be833e2ac776dde97bebb6effec
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id3.npy,2026-04-13T16:48:23.646113+00:00,61728,ad3ecbc8f6a7ac69769630b0195bc41141367847ef7e835548cb875ec889a6bf
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id5.npy,2026-04-13T16:48:23.902118+00:00,52048,e45bfaed832362a76adb529b32963e3996ae750bc1691fddb9b7eb742616c865
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id6.npy,2026-04-13T16:48:24.086121+00:00,35768,10ba6f39924cddab69375f40930dee34f16ae378f1f620ff99a17334d2db0288
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg25/lma_features_id7.npy,2026-04-13T16:48:24.502129+00:00,80648,9f1b4618e86442c48a2095b8cb04b31920f8d48a58f65e006accf706bb739afc
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id0.npy,2026-04-13T16:50:41.996660+00:00,47648,f19f2356f6e66d39e3cf8cf564730142f2a9715cd6f46f5dedf148e74b2ce6af
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id1.npy,2026-04-13T16:50:42.084661+00:00,19488,47b1a2826587bccab02ae94d8d0e4858e75cf203932d766c08c1f554d5872aa8
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id17.npy,2026-04-13T16:50:42.268665+00:00,24768,46376e6acc013522c3d33bc14f1e70dbe7f094f95820ee1b0444f9fa8c71520d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id18.npy,2026-04-13T16:50:42.336666+00:00,14208,1f453233fb50291c176ec938884fdf1d718241da2f386fda0253bd379e1bdc6f
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id20.npy,2026-04-13T16:50:42.712673+00:00,74928,22d08d455d91facfa253d6c37054748426aeb66af49cbffaf99e1cb77bd0041c
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id21.npy,2026-04-13T16:50:43.472687+00:00,145328,0c4d9a6084a5f599d5d520065f9e712881aa1548935953fdc7fab1fb8946aa0e
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id24.npy,2026-04-13T16:50:43.704691+00:00,46768,95913013db0243145fd1cd108356e9e9faa10019918fa716e68a350d062188d3
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id30.npy,2026-04-13T16:50:44.104698+00:00,78448,c91c0253bf1b8678924de8399642cbf44fc564260a47b6272aca5f3af1c86ca3
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id33.npy,2026-04-13T16:50:44.348703+00:00,48528,12d05b288cb4689270c4ce8618b2c0f2acdc264f04ba74119592d57b807144a7
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg26/lma_features_id4.npy,2026-04-13T16:50:42.148662+00:00,15088,7285cd9f8278f43839a5bfb8cefe13278c5f430ec05eea501426b86c47ef1b21
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg27/lma_features_id2.npy,2026-04-13T16:51:32.833595+00:00,75368,64a7f1d603ae4bf5bcbaa57dc1e80974eb19a14cc812aaf1b084b211eef694e2
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg27/lma_features_id6.npy,2026-04-13T16:51:33.185602+00:00,66128,ef28708f3f2fa95af2d9dff6ae659e91d3b56094a239c22870d52dde3884ecea
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg28/lma_features_id40.npy,2026-04-13T16:52:07.942241+00:00,13768,b37e7c699e526de06924169d36f9410dee0262bdb65a63aa563e57862f056310
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg28/lma_features_id44.npy,2026-04-13T16:52:08.122245+00:00,35768,1947e5d921bda9c6a18b01a5dcb2eb9ae95292be36799267b5dae314b66bede0
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg29/lma_features_id3.npy,2026-04-13T16:52:49.171000+00:00,67008,aab3f79e713be288fc2e5fd6e9033cfa5c86cddc76decf995ba6c3952b788c30
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg29/lma_features_id6.npy,2026-04-13T16:52:49.439005+00:00,54248,36813b44776647334dcae3ae40d4b3c66f62b38d6f9b3b6fe921fb0b17aca7fd
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg3/lma_features_id0.npy,2026-04-13T16:17:35.140154+00:00,76248,ce9873ec96cee76484bdde82668346a1d95b4daa5bbd28354b1e8bfc57d0b504
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg3/lma_features_id1.npy,2026-04-13T16:17:35.232156+00:00,19928,2d703dd413f4558050b59fe228081b27185f9f8c0e5eca4ae030e9f5b52d3996
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg3/lma_features_id3.npy,2026-04-13T16:17:35.548161+00:00,52928,12fc91fee12d9fd3646b8420e9a4fc8cb7bd8dbc4e688ad4c9b4aa49d6eddf40
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg30/lma_features_id17.npy,2026-04-13T16:53:27.251701+00:00,14648,8fcd59bc0af830a4269990861ecbeccbc05893451ea7cff0eb0b0e9357bbeba1
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg30/lma_features_id26.npy,2026-04-13T16:53:27.327702+00:00,16848,30ac78ae566515a75f6edb1396e9ddbab70c3c523926fd671786fd6631ee0c2e
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg30/lma_features_id7.npy,2026-04-13T16:53:27.183700+00:00,32688,373fa8ac6760533d8436fb7006a10947088739aedf54718b2663d2dc866c7bae
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id123.npy,2026-04-13T16:55:19.625769+00:00,24768,a004c3473a0f86398b7211c3ebf4217476c67193a42818927336893135314542
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id145.npy,2026-04-13T16:55:19.737771+00:00,26088,fe0a5503aca5ce778dc12b93b9aeb4a4d12bb4ed5891c1a7517f34e808a9370a
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id23.npy,2026-04-13T16:55:18.509749+00:00,39288,191603bb3fa64e484ac14e441ec0564d3784c8b5d8ac43b21b3eacd0dce6ec08
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id27.npy,2026-04-13T16:55:18.689752+00:00,37968,3daab1f719bff1cfa51f4deb2c1cae57a3392445c05f3e99dafb1049930d6428
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id37.npy,2026-04-13T16:55:18.753753+00:00,15528,abbc2e57d1838c3d71866c1929ac6fb7f732891e6282bb14898d52929f3fc514
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id48.npy,2026-04-13T16:55:18.869755+00:00,27408,8003b77aa5436094301687a4f0d769e8611431ed552175fccf90b476bc56a5f3
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id63.npy,2026-04-13T16:55:19.041758+00:00,37528,81a8a87d4d9c2ceb601063918d685d4f5b362f3eb72f1540fcda209c32b9109e
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id71.npy,2026-04-13T16:55:19.181761+00:00,30048,08d24707c0ae07337a0e6a191de48d91c2923d65e84363d8aa01e63f4201c3f3
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id75.npy,2026-04-13T16:55:19.345764+00:00,36208,2548cc889d298b09a717a7baa588bcc0609bcb5d71c39f40ed6fc6ed8c133e36
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg31/lma_features_id92.npy,2026-04-13T16:55:19.521767+00:00,39288,a85f8de2b34b63cf8fc5d82e6a11bbcb9e8035de63c526c4037c733426524313
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg32/lma_features_id0.npy,2026-04-13T16:55:59.754508+00:00,21688,49957d590c3e972852554702a5080f36c006c664c43724536544b4c5ec1e21dc
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg32/lma_features_id3.npy,2026-04-13T16:56:00.046513+00:00,59528,12a42d22aff5bbc6454841728cf73876566d06211a3bd3293015c57e778a9545
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg32/lma_features_id6.npy,2026-04-13T16:56:00.242517+00:00,39728,fc5a28b3c232216d6fa048040f9449e74b425810836163d38a119ad2c64e2b9d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id13.npy,2026-04-13T16:57:33.824239+00:00,16848,19b8a128e4fcc4876d68d6ff8b2a6d2c71900841fd859062aa910f77b0a1fed6
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id18.npy,2026-04-13T16:57:33.912241+00:00,19048,2ccbe3cbe35200826776d6d4741787ec0e902bd3549525daeb6345119646c422
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id21.npy,2026-04-13T16:57:34.100244+00:00,38408,d8c90e155b527b85cc27f8e5517a6127e2331f9caef47cb93716f5ea9a932862
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id22.npy,2026-04-13T16:57:34.156245+00:00,13328,83933d7dcc40281dd703fe57feeabac248913b7902c3f6dfb8109c9cdf6c3cee
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id24.npy,2026-04-13T16:57:34.364249+00:00,41928,be294146f1c7cf42951894c68524e2c63d544c0457f66005654597bd08657889
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id25.npy,2026-04-13T16:57:34.432250+00:00,15088,186a68b6918e7eabe0e4d335ad10fac1ef44c62e54e9a14adddfd64ffda55752
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id27.npy,2026-04-13T16:57:34.504251+00:00,16848,395b2b7c38169c54913677fd89d1c9c0e04c906b75557816e7812e88da1c27ab
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id49.npy,2026-04-13T16:57:34.604253+00:00,22128,3b9adc877732d916832d152059c086f030576d0e777e5e15965db1cd284e6f73
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id52.npy,2026-04-13T16:57:34.720255+00:00,24768,6b4d956a4e568686e5306804c016dd63f26cac779d2e034bea64dafe8f32370b
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg34/lma_features_id6.npy,2026-04-13T16:57:33.752238+00:00,13768,5dfd8e46541c539eb486bbe8181d8292ac290440dcaac5a88794fe813f039943
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg35/lma_features_id1.npy,2026-04-13T16:58:08.436876+00:00,13768,d086baa59b0a0b1207cbc234c8aff360f45f2d250924b193f199ecf4cfbad5ba
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg35/lma_features_id16.npy,2026-04-13T16:58:08.544878+00:00,23888,87f30b5ab27587a9db54d3166b721bc5317e96a4a07ff8cd0c43e10ff140873e
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg36/lma_features_id10.npy,2026-04-13T16:59:12.614057+00:00,48088,77a6e5340af8a36728dfb8519d2e73f90a6c772d0d7424d803625d9630338d11
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg36/lma_features_id20.npy,2026-04-13T16:59:12.698059+00:00,18168,8968460183572d01346d37dce12cf1bad33ee1d7130f6d8c4b3bb0623c6b3906
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg36/lma_features_id23.npy,2026-04-13T16:59:12.782060+00:00,19048,7989485650834b8f17cb914ad21090fefb4be77299dc8c5d5f7534776c32f685
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg36/lma_features_id43.npy,2026-04-13T16:59:12.838061+00:00,13328,de60aed8826ca208cee1e3c69d187aafa8850e8b7bcb82c33c560c60477a7e66
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg36/lma_features_id49.npy,2026-04-13T16:59:12.906063+00:00,14208,47ac230fce83870e719a53e518147d012ee8f6b222ba5f0520ccb62da13070ba
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg36/lma_features_id71.npy,2026-04-13T16:59:13.046065+00:00,27408,47d7c3255b850dec3c106fb7941954d1c9eaf735a0f4246baf1805702dcb644a
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg36/lma_features_id81.npy,2026-04-13T16:59:13.134067+00:00,18608,62250f3defd35c90ce6ade65fefb6060dddb28132e2d98ad3995cc34b451d113
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg37/lma_features_id31.npy,2026-04-13T16:59:56.326862+00:00,14208,7357361fa468a0ccdb0bc16de393d76b1293fdbdc895283c86ecd4cca8ad3576
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg37/lma_features_id34.npy,2026-04-13T16:59:56.394863+00:00,15088,f4932f2272f1de6f293d92152291345c3971d8e02acdc70e9ab52526e623e14f
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg37/lma_features_id53.npy,2026-04-13T16:59:56.554866+00:00,32248,e960cc8d14f4094d5b1e8bda924528bdc0fbcfced71f4a4564f1fcdbab6ba70c
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id106.npy,2026-04-13T17:02:51.062078+00:00,40168,32e85c42e19172f97dac874ac800611059ec346d0149dc701eae34798c71524d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id107.npy,2026-04-13T17:02:51.146079+00:00,18608,fcc4c354e7df0d57894070e4765fa6c7998b6ca2d1f45af6048f97a9b5e3783d
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id116.npy,2026-04-13T17:02:51.218080+00:00,16848,8446ebc64be54d26fd45dff13ec948cf95d0ee1eb8b35f25ca31edfadd930e73
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id150.npy,2026-04-13T17:02:51.434084+00:00,44568,2f0e22f218a9a7c1797cb5bdeee74968769bcb23659364161c3f0c1c551e64b9
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id28.npy,2026-04-13T17:02:48.694034+00:00,13328,53345e7ccbd63b249a45b92938c57453253887a3ffc26466957d94ccaf3da4b0
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id36.npy,2026-04-13T17:02:48.834037+00:00,26088,3bc1894ce0b46343aa660f420cb3ccf4aed31b2da13e574a54c9377ca495f840
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id41.npy,2026-04-13T17:02:49.046040+00:00,41488,cb2c985330387d5fe43b9fcd840d65c02a24f763fed8d566eb22b32c1a281bb0
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id44.npy,2026-04-13T17:02:49.322046+00:00,49408,e0e7ec00fcb25c37953f4b947f036773a65a591f41d259578a5bf741db3591dc
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id48.npy,2026-04-13T17:02:49.558050+00:00,46768,24938bd866f052b1fed0b6fb038c8af358422af7db9e972647d3c4fa68a3924e
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id55.npy,2026-04-13T17:02:49.854055+00:00,55568,3df2ecc15d357ca9fa6db76a1978cb10846778867962209df3121c51df0789cc
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id63.npy,2026-04-13T17:02:49.962057+00:00,22568,14647f1a6f099cfecba3f5d643824211e7af394b94490351eaf35b502a823ffb
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id65.npy,2026-04-13T17:02:50.282063+00:00,59528,c7260f17ef3d9c07d0edaaf0ff84c43899ff58104dc69f3ed48d7846aceff36f
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id66.npy,2026-04-13T17:02:50.662070+00:00,72288,3ea08a3c5c4066a14beaf087516be638df1ae2782071255a87532e6a9a615907
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id75.npy,2026-04-13T17:02:50.762072+00:00,19488,56f1cc8b6375940f25eb2b37b3dea5aca292efb6ce3d1fd66757887184c3ad7b
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg38/lma_features_id92.npy,2026-04-13T17:02:50.866074+00:00,22128,50354e14a13a8ea6c37ff1279cabe21e253ffc1ccf916f6f834e4110c7b0f13a
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg39/lma_features_id7.npy,2026-04-13T17:03:16.538546+00:00,14648,e787525a6c673296724b9eb45a7a866b0ef09462a34f492638ca22541f3c01ec
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg39/lma_features_id8.npy,2026-04-13T17:03:16.598547+00:00,15088,62b9a5483168e061d1c9e81806a79001efeb6ca0607bb6a3eadcc9306b4726e9
3,/disk3/jaehoon/nsfw_datasets/tier3/NPDI_features_v2/vPorn000036/_clip_seg4/lma_features_id0.npy,2026-04-13T16:18:19.312959+00:00,59528,3f9c05c01fba32d4e62e6dfb8f8e11c29e6561b9c48b6f055a7a87d1645a2f0e
